ID,Problem,Ground Truth,Category,Correct_qwen,Latency_qwen,Input Tokens_qwen,Output Tokens_qwen,Correct_gpt5,Latency_gpt5,Input Tokens_gpt5,Output Tokens_gpt5
194," There are three main types of buying situations in an organization, referred to by Robinson, Faris, and Wind (1967) as _____________.",J,business,False,2.180101766,153,323,True,5.339401159,127,336
195, Which of the following are aimed at providing customers with the peace of mind of knowing that the company they are purchasing from is competitive in price?,G,business,False,2.491130408,142,370,False,20.406925009,119,1236
196, These objectives are often the most suitable when firms operate in a market dominated by a major competitor and where their financial resources are limited.,E,business,True,2.285417444,136,339,True,7.301307704,113,464
197,The primary objective of team-based selling is to,H,business,False,2.15686448,193,319,True,7.280120474,169,439
198," With this pricing approach, the pricing process begins with the customer; not the cost of the product offering:",H,business,True,2.152869588,133,319,True,2.03682681,111,144
199,___________ is based on the idea that customer expectations of the service they will receive shape their perception of the actual service encounter.,J,business,False,2.192967608,143,325,True,12.733644762,119,784
200,Which one of the following political leaders could not be termed a 'transformational' leader?,I,business,False,2.663938782,149,396,True,11.875059176,125,706
201,What is a paradigm?,J,business,True,1.688985204,138,249,True,7.011216245,115,400
202,According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,B,business,True,1.898166425,126,281,True,4.948342821,101,336
203,What is the term for organisational development through a formally designed organisational structure?,A,business,True,1.811588888,114,268,True,13.593461931,89,848
204,"Carl the clothier owns a large garment factory on an isolated island. Carl's factory is the only source of employment for most of the islanders, and thus Carl acts as a monopsonist. The supply curve for garment workers is given by l = 80w, where l is the number of workers hired and w is their hourly wage. Assume also that Carl's labor demand (marginal revenue product) curve is given by l = 400 - 40MRP_l. How many workers will Carl hire to maximize his profits?",G,business,False,3.05958183,252,455,True,7.787586146,204,528
205,"If the annual earnings per share has mean $8.6 and standard deviation $3.4, what is the chance that an observed EPS less than $5.5?",F,business,True,1.785475055,202,263,True,7.082927759,159,496
206,"Traders in major financial institutions use the Black-Scholes formula in a backward fashion to infer other traders' estimation of $\sigma$ from option prices. In fact, traders frequently quote sigmas to each other, rather than prices, to arrange trades. Suppose a call option on a stock that pays no dividend for 6 months has a strike price of $35, a premium of $2.15, and time to maturity of 7 weeks. The current short-term T-bill rate is 7%, and the price of the underlying stock is $36.12. What is the implied volatility of the underlying security?",J,business,False,2.996754093,287,444,True,60.453571071,238,5649
207,"John's Lawn Mowing Service is a small business that acts as a price-taker (i.e., MR = P). The prevailing market price of lawn mowing is $20 per acre. John's costs are given by total cost = 0.1q^2 + 10q + 50, where q = the number of acres John chooses to cut a day. Calculate John's maximum daily profit.",A,business,True,3.04543437,224,453,True,6.414214747,174,592
208,"You are asked to determine the price of a European put option on a stock. Assuming the Black-Scholes framework holds, you are given: (i) The stock price is $100. (ii) The put option will expire in 6 months. (iii) The strike price is $98. (iv) The continuously compounded risk-free interest rate is r = 0.055. (v) δ = 0.01 (vi) σ = 0.50. What is the price of the put option?",C,business,False,5.545792409,259,828,True,45.584624273,221,3511
209,"Calculate the interest rate (between 0 and 1) for an account that started with $5,000 and now has $13,000 and has been compounded annually for the past 12 years. Answer with the numeric value.",F,business,False,2.276139371,220,337,True,23.799750849,171,1733
210,"Universal Fur is located in Clyde, Baffin Island, and sells high-quality fur bow ties throughout the world at a price of $5 each. The production function for fur bow ties (q) is given by q = 240x - 2x^2, where x is the quantity of pelts used each week. Pelts are supplied only by Dan's Trading Post, which obtains them by hiring Eskimo trappers at a rate of $10 per day. Dan's weekly production function for pelts is given by x = \sqrt{l}, where l represents the number of days of Eskimo time used each week. For a quasi-competitive case in which both Universal Fur and Dan's Trading Post act as price-takers for pelts, what will be the equilibrium price (p_x) for pelt?",J,business,False,3.774415872,309,561,True,10.910354206,264,656
211,"Suppose there is a 50-50 chance that an individual with logarithmic utility from wealth and with a current wealth of $20,000 will suffer a loss of $10,000 from a car accident. Insurance is competitively provided at actuarially fair rates. Compute the utility if the individual buys full insurance.",B,business,True,4.884333341,230,730,True,7.927707468,177,527
212,"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given: (i) $S(0)=0.5 (ii) The stock price process is $\frac{dS(t)}{S(t)} = 0.05dt+0.2dZ(t)$ where $Z(t)$ is a standart Brownian motion. (iii) $E[S(1)^\alpha]=1.4$, where $\alpha$ is a negative constant. (iv) The continuously compounded risk-free interest rate is $3%$. Consider a contingent claim that pays $S(1)^\alpha$ at time 1. What is the time-0 price of the contigent claim?",J,business,False,2.979318618,327,441,True,56.600748934,280,5008
213,"A teacher wants to invest $30,000 into an account that compounds annually. The interest rate at this bank is 1.8%. How much money will be in the account after 6 years?",H,business,True,2.628088081,231,390,True,24.704135607,165,791
214,Mr. Smith purchased a car for $4250. He was allowed $500 for his old car as a down payment. The balance was paid in 25 equal monthly payments of $180. What was the interest rate (nearest 10th of 1%)? Use the constant ratio formula.,C,business,False,3.721797779,215,555,False,23.219843777,174,1936
215,"Amalgamated Corp. offered one of its Vice Presidents an option to purchase 1000 shares of its common stock on June 21 at 95% of its average price for the day. If Amalgamated' s high for the day was 19(3/8) and its low was 18(3/4), at what price per share was the option awarded?",A,business,True,1.875463686,278,275,True,5.535608099,219,424
216,Parks Wholesalers are offering a chain discount of 25-10-5% on sofas. What is an equivalent single discount for this series?,J,business,True,2.036376003,169,301,True,7.324618613,132,604
217,"Mr. Singer insured his house for $36,000 with a policy containing an 80% coinsurance clause. If the house has a value of $45,000 and he suffers a fire loss of $10,500, how much will the insurance company pay?",E,business,True,2.136698079,224,316,True,5.88924939,168,337
218,"Kirk and Martin are partners and have agreed that, after interest at 6% is allowed on average investment, Kirk will receive one third and Martin two thirds of the remaining profits. On Jan. 1, Kirk's net worth was $72,000 and Martin's was $63,000. Kirk withdrew $3,000 on July 1 and made an additional investment of $1,200 on Nov, 1. On Aug. 1 Martin withdrew $1,800. If profits for the year amounted to $37,080, what was each partner's share?",J,business,False,6.219440913,519,925,True,19.933534814,421,1417
219,"In the event of bankruptcy, what is the order of payment of bonds, common stock, and preferred stock?",I,business,True,2.23596111,227,331,True,3.020961358,204,144
220,"Distribution of overhead is based on floor space. Department Aoccupied 8,100 sq. ft. of the 121,500 sq. ft. of space used byHar-rison Manufacturing Company. Find department A's shareof overhead based on floor footage for a month in whichthe total overhead of the Harrison Manufacturing Company was $97,500.",A,business,True,1.488274672,241,218,True,7.300955866,185,565
221,"John's $200 earns interest at the rate of 5% for one year, compounded quarterly. Show how he would calculate the interest without the aid of a formula or a table.",H,business,True,4.371359542,194,653,True,10.720746065,150,821
222,"A savings account containing $2000 earned 4% interest, compounded quarterly for 3 years, and then 5% interest, compounded semiannually, for the next two years. What was the final balance in the savings account? How much interest did it earn? (Use 6 decimals in table factor.)",H,business,True,4.458933645,320,664,True,44.907124832,236,3076
