question_id,accuracy,prompt,model_answer,correct_answer,time,category,input_tokens,output_tokens
208,0.0,"You are asked to determine the price of a European put option on a stock. Assuming the Black-Scholes framework holds, you are given: (i) The stock price is $100. (ii) The put option will expire in 6 months. (iii) The strike price is $98. (iv) The continuously compounded risk-free interest rate is r = 0.055. (v) δ = 0.01 (vi) σ = 0.50. What is the price of the put option?",F,C,3.6890504,business,225,811
209,1.0,"Calculate the interest rate (between 0 and 1) for an account that started with $5,000 and now has $13,000 and has been compounded annually for the past 12 years. Answer with the numeric value.",F,F,2.0148439,business,175,382
210,1.0,"Universal Fur is located in Clyde, Baffin Island, and sells high-quality fur bow ties throughout the world at a price of $5 each. The production function for fur bow ties (q) is given by q = 240x - 2x^2, where x is the quantity of pelts used each week. Pelts are supplied only by Dan's Trading Post, which obtains them by hiring Eskimo trappers at a rate of $10 per day. Dan's weekly production function for pelts is given by x = \sqrt{l}, where l represents the number of days of Eskimo time used each week. For a quasi-competitive case in which both Universal Fur and Dan's Trading Post act as price-takers for pelts, what will be the equilibrium price (p_x) for pelt?",J,J,2.6972673,business,268,427
211,1.0,"Suppose there is a 50-50 chance that an individual with logarithmic utility from wealth and with a current wealth of $20,000 will suffer a loss of $10,000 from a car accident. Insurance is competitively provided at actuarially fair rates. Compute the utility if the individual buys full insurance.",B,B,2.367826,business,181,284
212,0.0,"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given: (i) $S(0)=0.5 (ii) The stock price process is $\frac{dS(t)}{S(t)} = 0.05dt+0.2dZ(t)$ where $Z(t)$ is a standart Brownian motion. (iii) $E[S(1)^\alpha]=1.4$, where $\alpha$ is a negative constant. (iv) The continuously compounded risk-free interest rate is $3%$. Consider a contingent claim that pays $S(1)^\alpha$ at time 1. What is the time-0 price of the contigent claim?",E,J,3.150649,business,284,451
213,1.0,"A teacher wants to invest $30,000 into an account that compounds annually. The interest rate at this bank is 1.8%. How much money will be in the account after 6 years?",H,H,2.1835438,business,169,285
214,0.0,Mr. Smith purchased a car for $4250. He was allowed $500 for his old car as a down payment. The balance was paid in 25 equal monthly payments of $180. What was the interest rate (nearest 10th of 1%)? Use the constant ratio formula.,J,C,2.9238839,business,178,479
215,1.0,"Amalgamated Corp. offered one of its Vice Presidents an option to purchase 1000 shares of its common stock on June 21 at 95% of its average price for the day. If Amalgamated' s high for the day was 19(3/8) and its low was 18(3/4), at what price per share was the option awarded?",A,A,1.3319111,business,223,256
216,1.0,Parks Wholesalers are offering a chain discount of 25-10-5% on sofas. What is an equivalent single discount for this series?,J,J,2.4856732,business,136,369
217,1.0,"Mr. Singer insured his house for $36,000 with a policy containing an 80% coinsurance clause. If the house has a value of $45,000 and he suffers a fire loss of $10,500, how much will the insurance company pay?",E,E,2.0973173,business,172,306
218,1.0,"Kirk and Martin are partners and have agreed that, after interest at 6% is allowed on average investment, Kirk will receive one third and Martin two thirds of the remaining profits. On Jan. 1, Kirk's net worth was $72,000 and Martin's was $63,000. Kirk withdrew $3,000 on July 1 and made an additional investment of $1,200 on Nov, 1. On Aug. 1 Martin withdrew $1,800. If profits for the year amounted to $37,080, what was each partner's share?",J,J,3.8841148,business,425,659
219,1.0,"In the event of bankruptcy, what is the order of payment of bonds, common stock, and preferred stock?",I,I,1.7928015,business,208,179
220,1.0,"Distribution of overhead is based on floor space. Department Aoccupied 8,100 sq. ft. of the 121,500 sq. ft. of space used byHar-rison Manufacturing Company. Find department A's shareof overhead based on floor footage for a month in whichthe total overhead of the Harrison Manufacturing Company was $97,500.",A,A,1.7411292,business,189,307
221,1.0,"John's $200 earns interest at the rate of 5% for one year, compounded quarterly. Show how he would calculate the interest without the aid of a formula or a table.",H,H,2.0070679,business,154,380
222,1.0,"A savings account containing $2000 earned 4% interest, compounded quarterly for 3 years, and then 5% interest, compounded semiannually, for the next two years. What was the final balance in the savings account? How much interest did it earn? (Use 6 decimals in table factor.)",H,H,3.4838477,business,240,720
223,0.0,"The sinking-fund-payment factor fori= 5(1/2)% = 4 is 0.2303. For the sameiand n, find the (a) uniform-series compound-amount factor, (b) capital-recovery factor, (c) uniform-series present- worth factor.",B,H,3.1516686,business,391,452
224,0.0,A bedroom set with a cash value of $720 can be purchased on the installment plan for 18 monthly payments of $47.20 each. What is the annual interest rate?,B,J,6.1555181,business,142,608
225,1.0,"Mr.Tencerhas a $10,000 mortgage at a rate of 6% payable in 10 years. After five years, Mr.Tencerowes $7,000 and decides to pay the total amount remaining. If there is a 3% prepayment penalty, what is the total amount Mr.Tencerhas to pay?",H,H,1.7471192,business,189,181
226,1.0,"Mr. Golden owns property with a market value of $16,500. The property is located in a city where assessed valuation is 40% of actual value. If the tax rate in the city is 21.3 mills per dollar, how much does Mr. Golden pay in real estate taxes?",H,H,1.711772,business,179,225
227,0.0,"What is the difference in annual premiums of a $10,000 20-payment life policy purchased at age 30, as opposed to the same policy purchased at age 20?",F,A,2.6662614,business,154,404
228,0.0,"Tim is a salesman who earns a guaranteed salary of $4800/year plus 4% of all sales up to $12,000; 5% of sales from $12,000 to $20,000; 6% of sales over $20,000 in any month. Last month Tim's sales were $21,750. Compute his gross earnings for last month.",None,B,1.9063982,business,185,361
229,1.0,"The Stadlow family, consisting of two adults and two children, went to the amusement park. The rides at the park are 75 cents for adults and 50 cents for children. Mr. Stadlow has $10, how many rides can the family go on?",F,F,1.3315809,business,162,190
230,0.0,Mr. Owens accepted a draft dated July 11 for $544.20 at 4% with a term of 3 months. He discounted it August 2 at 5%. The bank charged a (1/8)% collection fee. What were the proceeds?,A,F,4.5766976,business,172,545
231,1.0,"Mr. Stone decides to take a loan from his bank to purchase a new car. If he borrows $4,000 for ninety days at 6 percent discount, how much will he actually receive?",J,J,3.4401918,business,159,405
232,1.0,"ACEPLUS SALES COMPANY wants to pay its employees a bonus as an incentive. It is decided that 70% of the labor-cost savings for the quarter will be distributed to the employees. The employer will retain 30%. The quarterly sales information is: Total Sales Total Labor cost $100,000. $32,000. The standard total cost of labor is 40% of the adjusted sales price. (i) What is the total amount to be paid to the employees as an incentive? (ii) What percentage of wages earned in the quarter will the workers receive as bonus? (The bonus will be paid as a set percentage of the employee's earnings).",E,E,2.3416755,business,294,328
233,1.0,"During a 6-month heating season, a homeowner expects to average $40 a month for fuel oil. He has purchased the following amounts to date: $37.50, $42.60, $39.80, $40.75, $44.10. What amount will he spend during the last month to maintain the expected average?",A,A,1.5984795,business,188,193
234,1.0,"Jack receives a 5% commission on all sales. If his sales for the week are $1,200, how much commission does he earn?",J,J,1.0870609,business,128,146
235,1.0,"Mr. Atlas had a note for $45,000. He discounted it at his bank 120 days before it was due. The bank's discount rate was 6%. Find Mr. Atlas' proceeds.",A,A,2.4106542,business,158,288
237,1.0,"Two pumping systems are being considered for use on a project. The gasoline pump will cost $3,500, has a 6 year life year, and a $500 salvage value. Annual operating and repair costs would be $2,000 the first year, and would rise $300 each succeeding year. The electric pumping system costs $12,000, has a life of 6 years and a salvage value of $1,000. Annual operating and maintenance costs would be $1,000 the first year, and would rise $150 each year. If the current interest rate is 10%, compare the equivalent annual costs of the two pumping systems. Assume all maintenance and repair costs are paid at the end of each year.",F,F,11.40147,business,325,883
